White,Alchy,Junky,Super,Married,Felon,Workrel,Propty,Person,Male,Priors,School,Rule,Age,Tservd,Follow,Recidivate
0,1,1,0,0,0,1,0,1,1,3,12,1,26,15,55,1
1,0,0,1,0,1,0,1,0,1,0,6,3,17,18,47,0
1,0,1,0,0,0,1,0,0,1,0,8,7,22,23,54,0
1,0,0,1,0,1,1,0,0,1,0,16,0,29,20,56,1
1,0,0,1,0,1,1,1,0,1,0,11,4,27,46,57,1
0,0,0,1,0,1,0,1,0,1,1,11,0,23,11,55,0
0,1,0,1,1,0,1,0,0,1,0,10,0,35,4,50,1
1,0,0,0,0,1,0,1,0,0,0,8,0,34,5,52,1
1,1,0,1,0,0,0,0,0,1,17,7,0,42,5,48,0
1,0,0,0,0,1,1,0,0,1,0,8,0,29,6,49,1
0,0,0,0,1,1,1,0,0,1,1,14,0,34,5,55,1
1,1,0,1,0,0,1,1,0,0,0,12,0,29,22,55,0
0,0,0,1,0,0,0,1,0,1,0,11,0,18,7,49,0
1,0,0,0,1,0,0,0,0,1,6,3,4,54,27,52,1
0,0,1,0,1,1,0,1,0,1,7,12,0,37,15,52,0
0,0,0,1,0,1,0,1,0,1,1,11,0,20,8,54,0
1,0,1,1,0,1,0,0,0,1,0,11,2,20,14,50,1
1,1,1,1,0,0,0,0,0,1,0,11,4,19,14,54,1
1,1,1,1,0,1,1,1,0,1,0,6,8,24,68,52,0
1,0,1,1,0,1,1,1,0,1,0,7,1,25,21,46,1
0,0,0,1,0,0,0,0,0,1,0,10,2,18,5,50,1
0,0,0,0,0,0,0,0,0,1,0,9,2,23,14,47,0
1,1,1,1,0,1,0,0,0,1,0,9,1,24,7,56,1
1,1,0,1,1,1,1,0,1,1,0,12,1,45,39,53,1
0,0,0,1,1,1,1,1,0,1,0,12,0,27,55,50,0
1,0,0,1,0,1,1,1,0,1,0,5,4,23,16,46,1
1,1,0,1,1,1,1,1,0,1,0,5,0,37,9,56,1
1,1,0,1,0,1,1,0,0,1,0,12,0,43,14,49,1
0,0,0,1,1,0,1,0,0,1,0,8,0,27,12,55,1
0,1,0,0,0,0,1,1,0,1,3,10,0,25,9,54,1
0,0,0,1,0,0,1,0,0,1,5,10,1,30,32,55,1
1,0,1,1,0,0,0,0,0,1,4,7,0,25,9,52,1
1,1,1,1,0,0,1,0,0,1,0,7,0,27,9,51,0
1,0,1,1,1,0,0,0,0,0,0,9,0,23,6,52,1
0,1,0,1,0,0,1,0,0,1,1,8,9,28,64,56,0
1,0,0,1,1,0,1,0,0,1,2,6,0,39,4,54,1
1,1,1,0,0,1,0,1,0,1,0,10,1,18,6,57,0
0,0,0,1,0,1,0,1,0,0,0,12,0,26,3,57,1
1,1,0,0,0,1,1,0,0,1,1,6,1,36,17,53,1
0,1,1,1,0,1,1,0,1,1,4,9,6,31,134,57,0
0,0,0,1,0,1,0,1,0,1,0,10,0,24,6,46,1
0,0,0,1,1,0,1,0,0,1,3,11,1,40,47,47,1
1,1,0,0,0,0,0,0,0,0,2,7,0,50,3,57,1
1,0,1,1,1,1,1,1,0,1,0,12,0,37,10,47,1
0,1,0,1,1,0,0,0,0,1,1,10,0,37,5,55,1
1,1,0,1,1,0,0,0,0,1,0,7,0,51,3,56,1
1,1,1,0,0,0,0,1,0,1,0,8,1,18,9,46,1
1,0,0,1,0,1,1,1,0,1,0,12,0,23,44,48,0
1,1,0,1,0,0,0,0,0,1,0,10,0,37,4,54,0
0,0,0,0,0,1,0,0,0,0,0,10,0,18,4,46,1
1,0,0,0,1,0,1,0,0,1,11,14,4,49,39,53,1
0,0,0,1,0,0,0,1,0,1,1,11,0,23,12,47,0
0,1,0,1,1,0,1,0,0,1,5,7,0,43,3,55,1
0,0,1,1,0,1,0,1,0,1,1,9,1,25,13,50,1
1,1,0,1,0,1,0,1,0,1,1,11,0,24,1,49,1
0,0,0,1,0,1,1,1,0,1,2,6,0,32,69,47,1
0,1,1,1,0,0,1,0,0,1,5,12,0,30,5,51,0
0,1,0,1,0,0,0,1,0,1,0,8,0,21,2,49,0
1,0,1,1,0,1,0,0,0,1,0,12,1,24,10,54,1
0,0,0,1,0,1,0,1,0,1,0,11,0,17,5,53,1
1,0,0,1,0,0,1,1,0,1,0,10,0,19,15,47,1
0,1,1,1,0,0,0,0,0,1,2,10,7,27,14,49,0
1,0,0,0,0,0,1,0,0,1,6,8,1,46,7,55,0
0,0,0,0,0,0,0,1,0,1,0,12,1,22,7,49,0
0,0,0,1,0,0,1,1,0,1,2,11,1,22,13,49,0
1,0,0,1,0,0,0,0,0,1,0,12,1,17,7,55,0
1,0,0,1,0,1,0,1,0,1,0,8,0,17,12,52,1
1,0,1,1,0,1,0,0,0,1,0,12,1,21,21,53,0
1,1,0,1,1,0,0,0,0,1,2,10,0,32,3,48,1
0,0,1,1,0,0,0,0,0,1,0,10,0,20,4,53,1
1,0,0,1,0,0,1,1,0,1,10,9,0,43,8,52,0
0,0,0,1,0,1,1,0,1,1,0,12,2,28,70,55,0
1,1,0,1,0,0,1,1,0,1,0,13,0,51,8,57,1
0,0,0,0,0,0,0,0,0,1,0,13,0,35,4,46,1
1,0,0,1,0,1,0,0,1,1,0,8,0,20,28,47,1
1,1,0,1,0,0,1,0,0,1,8,9,0,57,6,47,0
0,1,0,0,0,1,1,1,0,1,6,9,2,49,83,57,1
0,0,0,1,1,1,1,0,0,1,1,10,0,36,12,46,1
0,0,0,1,0,0,0,0,0,1,0,10,10,20,26,54,1
0,0,0,1,1,0,1,0,0,1,1,12,2,27,55,56,1
1,0,0,1,0,0,0,0,0,1,0,8,0,20,7,48,1
1,0,0,0,1,1,0,1,0,1,0,8,0,21,6,53,1
1,0,0,1,0,0,0,0,0,1,0,10,0,23,2,49,1
0,0,0,1,0,0,1,0,0,1,2,12,1,23,15,56,1
1,0,1,1,0,1,0,0,0,1,0,9,1,17,13,52,1
0,0,0,1,0,1,0,1,0,1,0,10,0,19,6,57,1
1,1,1,1,1,1,1,1,0,1,1,9,2,21,17,48,0
0,0,0,1,0,0,1,0,1,1,0,11,0,21,5,48,0
0,0,1,1,0,0,0,0,0,1,0,12,0,26,1,47,1
0,1,0,1,0,0,0,0,1,1,0,10,7,19,14,46,0
0,0,0,1,0,0,0,0,0,1,0,12,6,22,28,50,0
1,0,0,1,0,0,0,0,0,1,0,10,9,20,27,52,0
0,1,0,1,0,0,0,1,0,1,0,12,0,25,5,47,1
0,0,1,1,0,1,1,0,0,1,0,12,1,25,17,46,0
1,1,1,0,0,1,0,0,0,0,0,9,0,18,7,47,1
1,0,0,1,0,1,1,1,0,1,0,11,0,23,8,46,1
1,1,0,1,1,0,1,0,0,1,0,8,0,21,5,56,0
0,0,0,1,0,1,1,0,1,1,0,12,0,23,48,56,1
0,0,0,1,1,0,0,0,0,1,0,8,0,45,4,53,0
1,0,0,1,1,0,1,0,0,1,2,11,0,34,30,49,1
0,1,0,0,0,0,0,1,0,1,1,15,0,37,5,56,0
0,0,0,0,0,0,1,0,1,1,4,9,0,32,11,48,0
1,1,0,1,0,0,1,0,0,1,6,8,0,39,6,57,1
0,0,0,1,0,1,0,1,0,1,0,10,2,18,15,50,1
0,1,0,1,1,1,0,1,0,0,0,7,0,50,12,53,1
1,0,1,1,0,0,0,1,0,1,0,9,2,19,7,54,1
0,0,0,1,0,1,1,1,0,1,1,10,3,24,40,57,0
0,0,0,1,0,0,0,1,0,1,0,10,1,22,5,46,1
0,0,0,0,0,0,0,1,0,0,1,11,1,25,17,49,0
1,1,0,0,1,1,0,0,1,1,1,10,0,20,4,53,0
1,0,1,1,0,1,1,0,0,1,1,12,0,25,6,50,0
1,1,0,1,1,1,1,0,1,1,3,7,0,57,96,54,0
0,0,0,1,0,0,0,1,0,1,2,10,0,32,5,54,1
1,0,0,1,0,1,1,1,0,1,0,9,3,23,32,48,1
0,0,0,1,0,0,1,0,0,1,3,12,1,27,4,54,0
1,1,0,1,0,0,1,1,0,1,2,12,1,37,36,49,0
1,0,1,1,0,0,0,1,0,1,0,8,0,16,8,51,0
1,0,0,1,0,1,1,0,0,1,2,7,4,28,27,50,1
1,1,0,1,0,0,0,0,0,1,0,6,0,46,4,46,0
0,0,0,0,1,1,1,1,0,1,4,12,2,41,14,50,0
1,0,0,1,1,1,1,1,0,1,6,15,1,26,18,48,0
0,0,1,1,1,1,1,1,0,1,1,10,1,25,30,52,0
1,1,1,1,1,0,1,0,0,1,0,12,0,24,15,56,1
1,1,0,1,0,0,0,0,0,1,0,6,0,31,5,51,1
0,0,0,1,0,0,0,1,0,0,0,10,6,19,13,56,0
1,0,0,1,0,0,0,1,0,1,0,10,1,17,5,57,0
0,1,0,1,1,0,1,0,0,1,5,7,0,43,3,55,1
0,0,0,1,1,1,1,0,0,1,0,12,1,35,34,50,0
0,0,1,1,0,0,0,1,0,1,4,12,1,31,6,50,0
0,0,0,1,1,1,1,0,1,1,0,7,0,62,32,49,1
1,0,1,1,0,1,0,1,0,1,0,12,0,32,17,56,1
1,1,0,0,0,0,0,0,0,1,3,6,0,37,11,57,1
1,0,1,0,0,1,1,1,0,1,3,9,0,26,36,48,1
1,0,0,1,0,1,1,1,0,1,0,5,4,23,16,46,1
0,1,1,1,0,0,1,0,0,1,0,9,5,22,23,51,1
0,0,0,0,0,0,0,1,0,1,0,12,3,20,14,49,1
1,0,1,1,0,0,0,0,0,1,1,9,5,21,30,53,0
0,0,0,1,0,0,0,1,0,1,1,9,2,19,10,52,1
0,0,0,1,0,0,1,0,1,1,0,11,1,23,6,53,1
1,0,0,1,0,0,1,0,1,1,0,12,0,22,6,54,1
1,0,0,1,0,1,1,0,0,0,0,8,0,27,3,46,1
0,1,0,1,0,0,0,0,0,1,0,13,4,32,40,53,1
0,0,0,1,0,1,0,1,0,1,0,9,0,17,16,49,1
0,0,0,0,0,0,0,1,0,1,0,12,2,26,7,49,0
1,0,1,1,0,0,1,1,0,1,1,14,0,25,38,47,0
1,0,0,1,0,1,1,0,0,1,0,12,1,28,18,47,1
1,1,0,1,1,0,0,0,0,0,1,7,0,34,9,46,0
1,0,0,1,1,1,1,0,0,0,0,10,0,24,10,46,1
1,0,0,1,0,0,1,0,0,1,0,8,0,36,6,49,1
0,0,0,1,0,1,1,0,1,1,0,6,0,36,43,46,1
1,0,0,0,1,0,0,0,1,1,1,8,0,43,4,52,1
0,0,0,0,1,1,1,1,0,1,4,9,2,33,54,55,0
1,0,0,1,0,0,0,1,0,0,0,9,0,33,4,55,1
1,1,1,0,0,1,0,0,0,1,0,11,0,23,5,52,1
1,1,1,0,0,1,0,1,0,1,0,12,2,18,4,52,1
0,0,0,1,0,0,0,0,0,1,2,13,3,31,26,48,1
1,0,0,1,0,1,1,0,0,1,0,9,1,22,11,54,1
1,1,0,1,1,0,1,0,0,1,6,10,0,37,6,55,1
1,1,1,0,0,0,0,1,0,0,0,10,1,19,4,53,1
0,0,0,1,1,0,0,1,0,1,2,9,0,64,6,52,1
1,0,0,1,0,1,1,0,0,1,0,10,0,24,11,53,1
1,1,0,1,1,0,0,0,0,1,0,14,1,46,3,46,1
0,1,0,1,0,0,0,1,0,1,0,9,12,19,24,49,1
0,1,0,1,0,1,0,1,0,1,0,12,0,24,5,54,0
0,0,0,1,1,0,1,0,0,1,14,15,3,40,55,54,1
1,0,0,0,0,1,0,1,0,1,2,10,0,23,6,50,1
0,1,0,1,0,1,0,0,1,1,1,11,19,20,23,51,1
1,0,0,1,0,0,0,0,0,1,1,6,1,20,28,49,0
1,1,1,0,0,0,0,1,0,1,1,9,2,19,17,53,0
0,0,0,1,0,1,0,1,0,1,0,10,0,18,10,49,0
0,0,0,1,0,1,0,1,0,1,1,8,1,18,12,46,0
1,1,0,1,1,1,0,0,0,1,14,10,0,59,37,56,0
1,1,0,0,1,1,1,1,0,1,0,11,0,41,4,49,1
1,0,0,1,0,1,1,1,0,1,0,9,2,19,18,48,0
1,0,0,0,1,0,0,0,0,1,6,3,4,54,27,52,1
0,0,0,1,0,0,0,0,0,1,0,12,3,21,26,51,1
1,1,1,1,0,0,0,1,0,1,0,11,4,19,15,51,0
1,0,1,1,0,1,1,0,0,1,0,12,1,23,18,50,1
0,0,1,0,0,1,1,1,0,1,0,10,6,22,38,57,0
1,0,1,1,0,1,0,1,0,1,2,9,3,22,36,57,1
0,0,0,1,0,0,1,0,1,1,0,7,0,40,12,47,1
0,1,0,1,0,1,0,1,0,1,5,5,0,42,6,53,1
0,0,0,0,0,0,0,0,1,1,0,12,0,27,6,57,1
0,1,0,0,0,0,0,0,0,1,3,9,0,27,5,49,0
0,0,0,1,0,1,1,1,0,1,1,12,1,36,35,46,0
0,1,0,1,0,1,1,0,1,1,7,8,2,33,43,57,0
1,1,1,1,0,1,0,1,0,1,0,10,0,19,8,53,0
1,0,1,1,0,0,0,0,0,1,0,9,2,20,29,51,1
0,0,0,1,0,0,1,0,0,1,0,8,0,22,41,57,1
1,1,0,1,0,0,1,0,0,1,0,7,0,21,9,46,0
1,1,0,0,1,0,1,0,0,1,3,8,1,55,10,55,1
0,0,0,1,1,1,1,0,1,1,0,13,1,35,92,52,0
0,0,0,1,0,1,1,1,0,1,0,16,3,24,16,49,1
0,0,0,1,0,1,0,1,0,0,0,12,1,21,13,50,0
1,1,0,1,0,0,1,0,1,1,0,11,0,24,5,57,1
0,0,1,1,0,0,1,0,0,1,1,12,0,21,19,56,0
1,0,0,1,0,0,0,1,0,1,0,12,3,17,12,47,0
1,1,1,1,0,1,0,1,0,1,0,8,3,19,35,53,0
0,1,0,1,0,1,1,1,0,1,16,11,0,53,14,47,0
0,0,0,1,0,0,0,0,0,1,0,10,0,18,7,56,0
0,0,1,1,0,0,0,1,0,1,3,14,0,32,2,50,1
1,0,0,1,0,1,0,1,0,1,0,9,0,21,26,49,1
0,0,1,1,0,0,0,1,0,1,0,10,1,20,3,53,0
1,1,1,1,0,1,0,1,0,1,0,8,0,20,9,51,0
0,0,0,1,0,1,0,1,0,1,0,9,0,17,8,54,1
1,1,0,1,1,1,1,1,0,1,0,5,2,55,19,52,1
1,0,0,1,0,1,0,1,0,1,0,10,1,20,5,56,1
1,1,0,1,1,0,0,0,0,1,0,9,0,25,4,57,1
1,0,1,1,0,1,0,1,0,1,0,9,0,24,8,51,0
0,0,0,0,0,1,1,1,0,1,1,10,1,20,10,57,0
1,0,0,1,1,0,0,0,0,1,0,6,0,44,9,52,0
0,0,0,1,0,1,0,1,0,1,0,10,0,18,9,57,0
1,0,0,0,1,0,1,0,0,1,0,15,0,28,4,52,1
0,0,0,1,0,0,1,0,0,1,1,8,1,24,64,48,1
1,0,0,1,0,0,0,0,0,1,0,12,0,24,1,51,1
1,0,0,1,1,1,1,1,0,1,1,12,2,27,34,56,1
0,1,0,1,0,0,1,0,1,1,0,11,0,28,4,49,1
1,0,0,1,0,1,0,1,0,1,0,10,0,17,6,57,0
1,0,0,1,0,0,0,0,0,1,0,8,0,17,14,55,1
1,0,0,0,1,0,0,0,0,1,1,11,3,30,5,55,0
0,0,0,0,0,1,0,0,0,1,0,14,0,23,4,57,1
1,1,0,1,0,0,0,0,1,1,3,8,1,19,4,47,1
0,0,0,1,0,1,1,0,1,1,9,6,2,43,68,49,1
1,1,0,1,0,1,0,1,0,1,10,12,0,46,22,57,1
1,0,0,1,0,1,0,0,0,1,0,10,0,20,4,55,1
1,0,0,1,0,1,1,1,0,1,0,9,0,20,12,53,1
1,0,0,1,1,0,0,0,0,1,0,6,0,44,9,52,0
0,0,0,1,0,0,0,0,0,1,0,12,0,18,2,52,0
0,1,1,1,0,1,1,0,0,1,0,11,1,23,18,50,1
0,0,0,1,1,0,1,0,0,1,0,12,0,25,4,46,1
0,0,0,0,0,0,1,0,1,0,1,9,0,24,14,48,1
1,0,1,0,1,0,0,0,0,1,1,12,1,34,61,52,1
1,0,0,1,0,0,1,0,0,1,0,12,2,21,23,54,1
0,0,1,1,0,1,1,1,0,1,1,9,0,19,7,54,1
0,1,0,1,0,0,1,0,0,1,3,8,0,39,3,48,1
0,1,0,1,1,0,0,0,0,1,2,10,0,46,8,53,1
0,1,0,1,0,0,0,1,0,1,0,8,0,21,2,49,0
0,1,0,1,0,1,0,0,0,1,3,9,2,27,51,49,0
1,1,1,1,0,0,1,0,0,1,0,12,0,31,4,52,1
1,1,0,0,0,0,0,0,0,1,0,11,0,18,9,46,1
1,1,1,1,0,0,1,0,0,1,0,11,0,21,4,46,1
1,0,0,1,1,0,1,0,0,1,2,8,1,22,45,51,0
0,0,0,1,0,0,0,0,0,1,0,12,0,26,5,48,1
0,0,0,1,0,0,0,1,0,1,0,10,5,17,8,50,0
1,0,0,1,0,1,1,0,0,1,3,10,2,23,21,49,0
1,0,1,1,0,1,1,1,0,1,1,9,0,38,26,57,1
0,1,0,1,0,1,0,1,0,1,0,9,0,19,12,57,1
0,0,0,1,0,0,1,0,0,1,0,12,0,22,18,54,1
0,0,0,1,1,1,1,1,0,0,0,12,0,35,35,48,1
0,0,0,1,0,0,0,0,0,0,0,11,0,26,35,55,1
1,0,0,1,0,0,0,0,0,1,0,8,0,17,14,55,1
0,0,0,1,0,0,0,1,0,1,0,8,0,18,5,46,1
1,0,0,1,1,0,0,0,0,1,0,10,1,27,29,50,0
0,0,1,1,0,1,0,1,0,1,0,12,0,21,7,47,0
1,0,1,1,1,1,0,1,0,1,1,10,5,26,32,46,1
1,0,0,0,0,0,0,0,1,1,4,8,0,44,7,47,1
1,1,0,1,0,1,0,0,1,1,0,5,0,67,7,47,1
0,1,0,1,0,0,1,0,0,1,3,8,1,30,8,51,1
1,0,0,0,1,0,0,0,0,1,3,9,19,28,69,49,1
1,0,0,1,0,0,0,0,1,1,0,12,1,27,10,46,1
0,0,0,1,0,1,0,1,0,1,0,11,0,19,24,46,0
0,0,1,1,0,0,0,0,0,1,0,9,0,22,15,57,1
0,1,0,1,0,1,0,1,0,1,0,11,5,23,37,56,0
1,1,0,1,1,0,0,0,0,1,0,12,0,59,4,51,1
0,0,0,1,0,1,0,1,0,1,1,11,0,25,17,47,0
1,0,0,1,0,1,1,0,0,1,0,13,0,26,23,48,1
1,1,0,1,0,0,0,0,0,1,0,7,1,17,7,55,1
0,0,0,0,0,1,0,0,1,1,0,13,0,23,4,57,1
1,1,0,0,1,0,1,0,0,1,5,7,1,49,6,48,0
0,0,0,1,0,1,0,1,0,1,0,9,2,18,12,49,0
1,0,0,1,0,1,0,1,0,1,0,9,6,17,39,48,0
0,0,0,1,0,0,0,1,0,1,0,9,0,19,9,47,1
0,1,0,1,1,0,1,0,0,1,0,11,0,32,4,54,1
0,0,0,1,0,1,1,1,0,1,2,12,2,30,52,57,1
0,1,0,1,0,0,0,0,0,1,1,6,0,31,17,57,1
0,0,0,1,0,1,0,1,0,1,3,10,1,31,32,53,0
0,0,0,1,1,0,1,0,0,1,0,12,0,28,24,50,1
0,0,0,1,0,0,0,0,0,0,0,11,0,26,35,55,1
1,1,0,0,0,0,0,0,0,1,10,6,0,44,4,55,0
0,0,0,1,0,0,0,0,1,1,0,9,0,17,2,55,1
1,1,0,1,0,1,1,0,1,0,0,8,1,29,38,46,0
0,1,0,1,1,0,0,0,0,1,4,5,0,53,3,50,0
1,0,0,1,1,0,0,0,0,1,1,10,3,20,6,52,1
1,1,0,0,0,0,0,0,0,1,5,10,2,25,11,52,1
1,0,0,1,0,0,0,0,0,1,0,8,0,20,7,48,1
1,1,0,1,0,0,1,0,0,1,0,8,0,27,2,54,0
1,1,0,1,0,1,1,0,0,1,0,12,0,43,3,54,1
0,1,0,1,0,0,0,1,0,1,1,12,3,20,18,52,1
0,0,0,0,0,0,1,0,0,1,2,6,0,44,3,52,1
0,0,0,1,1,1,1,0,0,1,1,14,0,30,9,47,1
1,1,0,1,1,0,1,1,0,1,0,9,0,27,3,50,0
1,0,0,0,0,1,0,1,0,1,0,8,0,17,4,54,1
1,1,0,1,0,0,0,0,0,1,11,12,0,58,5,48,0
0,0,0,1,0,1,1,1,0,1,1,12,9,28,59,55,0
0,0,0,0,0,1,0,1,0,1,1,10,0,18,6,54,0
1,1,0,1,1,0,1,0,0,1,0,7,0,26,4,53,1
0,0,0,1,0,0,1,0,0,1,0,9,0,40,18,52,1
0,0,1,1,0,0,0,0,0,1,0,12,0,26,1,47,1
1,0,0,1,1,1,1,1,0,1,1,14,3,29,59,47,1
0,0,0,1,0,1,0,1,0,1,5,10,2,25,10,55,1
0,0,1,1,0,1,1,1,0,1,0,12,0,25,25,47,1
0,1,1,1,0,0,0,1,0,1,1,12,0,23,5,48,0
1,1,0,1,1,0,1,0,0,1,2,9,0,34,7,55,1
0,0,0,1,1,0,1,0,0,1,4,11,16,37,48,51,1
0,0,0,1,0,1,0,1,0,1,0,8,1,17,12,48,1
1,1,1,1,0,0,0,0,0,1,0,7,1,20,18,54,0
1,0,0,1,0,0,0,0,0,1,0,12,0,21,6,48,1
0,0,0,1,0,0,1,0,1,1,4,11,0,26,14,53,1
1,0,1,1,0,0,0,0,0,1,0,10,12,20,23,56,1
0,0,1,0,0,0,1,0,0,1,1,11,4,24,53,52,1
1,1,1,0,0,1,0,1,0,1,0,8,0,18,4,55,1
1,0,0,1,0,0,1,1,0,1,0,10,0,26,3,53,1
0,0,0,1,0,1,0,1,0,1,0,11,0,19,5,54,1
1,0,0,1,0,0,0,1,0,1,0,8,0,17,6,56,0
1,0,1,1,0,1,0,0,1,1,0,9,9,23,72,50,0
1,1,1,1,0,1,1,0,0,1,0,12,1,24,12,46,0
1,0,0,1,1,1,1,1,0,1,6,2,4,32,52,50,1
0,0,0,1,1,1,1,0,1,1,0,13,1,35,92,52,0
0,1,0,1,0,1,0,0,1,1,1,7,0,34,21,56,1
1,1,0,1,0,0,1,0,0,1,1,9,2,25,11,49,0
0,1,0,1,0,1,0,1,0,1,0,8,0,18,5,46,1
0,1,0,1,0,0,0,0,0,1,1,10,0,32,8,57,1
1,1,1,1,1,1,1,1,0,1,0,8,4,22,42,50,0
0,1,0,1,0,1,1,1,0,1,1,11,1,25,36,46,1
1,1,0,0,1,0,1,0,0,1,2,3,0,52,5,52,1
1,0,0,0,0,0,1,0,0,1,4,8,0,23,5,57,0
1,0,0,1,1,0,0,1,0,1,0,10,0,17,6,53,1
0,1,0,1,0,1,1,1,0,1,8,4,1,40,51,47,0
0,0,0,1,0,1,1,0,1,1,0,6,0,47,17,49,1
1,0,0,1,0,1,0,1,0,1,0,10,5,19,14,55,0
0,0,0,1,0,0,0,0,0,1,0,11,11,23,39,48,0
0,0,0,1,0,0,0,0,0,1,0,10,0,18,17,55,1
0,0,0,1,0,0,0,0,0,1,1,10,0,19,10,52,1
0,0,0,0,0,1,1,1,0,1,0,10,12,22,35,52,1
1,0,0,1,0,1,0,0,0,1,0,6,0,50,31,52,1
0,0,0,1,1,0,1,0,0,1,1,10,1,27,35,57,1
1,1,1,1,0,0,0,0,0,1,1,10,0,21,7,56,0
0,1,0,1,1,0,0,0,0,1,0,12,0,26,7,56,1
1,0,0,1,1,1,1,1,0,1,0,12,0,36,24,49,1
0,1,0,1,0,0,0,0,0,1,2,9,0,36,4,53,1
1,1,1,1,0,0,1,0,0,1,0,9,0,53,36,57,1
0,0,0,1,0,0,1,0,0,1,3,11,0,25,22,57,0
0,0,0,0,0,0,0,1,0,1,0,10,11,19,10,52,1
0,1,0,1,0,0,0,1,0,1,0,8,0,21,2,49,0
0,1,1,0,0,1,0,1,0,1,0,10,4,20,13,47,0
1,0,0,1,0,0,0,0,0,1,0,7,1,23,29,50,1
0,0,1,1,0,1,1,1,0,1,0,10,0,20,19,46,1
1,0,0,1,0,0,1,0,0,1,5,8,13,33,124,50,0
1,0,1,0,1,0,0,0,0,1,9,8,2,34,43,47,1
0,0,0,1,0,0,0,0,0,1,0,8,6,17,28,51,0
1,1,1,0,0,1,0,1,0,1,0,11,0,19,6,52,1
0,0,1,1,0,0,0,1,0,0,0,9,0,23,23,54,0
1,1,1,1,0,0,0,0,0,1,0,11,4,19,14,54,1
0,0,0,0,0,1,1,1,0,1,0,10,12,22,35,52,1
0,0,0,1,0,1,0,0,1,1,0,4,4,35,54,46,1
0,0,0,1,0,1,1,1,0,1,0,12,4,27,49,46,0
0,0,0,0,1,1,1,0,0,1,0,16,1,31,13,50,0
0,0,0,0,0,1,1,0,0,1,0,13,5,25,90,57,0
1,1,0,0,0,1,0,1,0,1,0,11,0,17,5,52,1
1,0,0,1,0,1,0,1,0,0,0,12,0,22,11,54,1
0,1,0,1,0,0,0,1,0,1,0,12,0,20,3,46,0
0,0,0,1,1,0,0,0,0,1,3,11,0,36,2,49,0
1,0,0,1,0,0,0,1,0,1,0,9,5,17,13,54,0
0,0,1,1,0,0,0,0,0,1,0,8,2,20,15,56,1
1,0,0,0,0,0,1,0,0,1,12,12,16,31,34,55,1
1,0,0,1,0,0,0,1,0,1,0,8,0,25,8,54,1
1,1,0,1,0,0,1,1,0,1,0,8,0,39,34,56,0
1,1,1,1,0,0,0,0,0,1,0,7,1,20,18,54,0
1,0,0,1,1,1,1,0,1,1,0,16,0,32,48,56,1
1,0,0,1,0,1,0,0,0,1,0,8,0,17,7,57,1
1,0,0,1,0,1,0,1,0,1,0,12,0,20,4,49,1
0,1,0,1,0,0,0,0,1,1,0,6,0,37,9,56,1
1,1,0,1,0,0,1,0,0,1,8,9,0,57,6,47,0
1,1,1,1,0,1,0,1,0,1,0,8,3,19,35,53,0
1,1,0,1,0,1,0,1,0,1,0,9,13,20,56,56,0
0,0,0,1,0,1,1,1,0,1,0,9,0,23,50,47,0
0,0,0,1,1,1,1,0,0,1,1,12,0,23,2,57,0
1,0,1,1,0,0,1,1,0,1,0,10,0,20,4,56,1
1,0,1,1,1,1,1,0,1,1,12,9,1,52,63,49,0
1,0,0,1,1,1,1,0,1,1,6,8,0,49,10,55,1
1,1,1,1,1,0,0,0,0,1,3,6,1,32,12,57,1
0,1,0,0,0,0,1,0,0,1,11,9,1,47,7,49,1
1,0,0,1,1,0,0,0,0,1,0,9,2,27,49,46,1
1,0,1,1,0,1,0,1,0,1,8,9,12,37,84,54,0
0,0,1,1,0,1,1,1,0,1,1,10,0,22,12,54,1
1,1,0,1,1,1,1,0,0,1,2,7,4,25,39,47,0
1,0,0,1,1,0,0,0,0,0,0,9,0,17,4,54,1
1,0,0,1,0,0,0,0,0,1,0,12,1,38,7,48,1
0,1,0,1,0,0,0,1,0,1,0,11,0,21,4,49,1
0,0,0,1,0,0,0,0,0,1,0,10,0,22,3,54,0
0,0,0,1,0,0,1,1,0,1,0,14,0,32,3,56,1
1,0,0,1,0,0,0,0,0,1,0,10,1,20,4,47,1
1,0,0,1,0,0,0,1,0,1,1,12,1,24,4,51,1
0,0,0,1,0,0,1,0,0,1,0,11,1,26,21,57,1
0,1,0,1,0,1,1,0,1,1,2,11,0,51,47,47,0
1,0,1,1,0,0,0,1,0,1,0,10,2,19,6,51,1
1,0,0,1,0,0,0,1,0,1,0,8,1,18,13,56,0
0,0,0,1,0,0,0,0,0,1,1,10,0,19,10,52,1
1,0,1,0,0,0,0,0,0,1,0,8,1,19,25,52,0
0,0,0,0,0,1,0,1,0,1,2,9,0,27,6,53,1
1,0,0,1,0,0,1,0,0,1,0,9,0,20,22,50,1
0,0,0,1,0,1,0,1,0,1,0,9,2,18,16,47,0
1,0,0,1,0,1,0,1,0,1,0,10,0,17,6,57,0
1,1,0,1,0,0,0,0,0,1,0,10,0,21,4,57,1
0,1,0,1,0,0,0,1,0,1,0,12,0,20,3,48,0
0,0,0,1,0,0,0,0,1,1,1,11,0,26,3,49,0
1,1,0,1,1,0,1,0,0,1,0,10,0,33,2,54,1
0,0,0,1,0,1,0,1,0,1,0,11,1,20,12,48,0
0,0,1,1,1,1,0,0,0,1,0,10,0,32,4,46,1
